Brumwell,Burmwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brundon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan,Brane,Brian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce,Brice,Brise,Bryse,Bryche,Brich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buck,Bucke,Buckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buckle,Buckell,Bucle,Boukle,Bouckle,Buckles,Buckells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buckler,Bukler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddles,Budles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullock,Bullocke,Bullok,Bulloke,Buloke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulman,Bullman,Bulmanne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulmer,Bulmor,Boulmer,Bowmer,Bomer,Bommer,Boomer,Boumer,Boumme,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunting,Buntinge,Bownting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burdell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burdess,Burdesse,Burdes,Burdus,Burdeous,Burdeouse,Bourdes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burdon,Burdone,Burdonn,Burdonne,Burden,Berden,Burdenes,Burdens,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burgess,Burgesse,Burges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke,Burk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burley,Burlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burn,Burne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burneston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnet,Burnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnley,Burnely,Byrneley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnop,Burnope,Burnopp,Burnoppe,Bornope,Burnup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burns,Burnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burrell,Borryll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burstall,Burstel,Burstell,Burstal,Beerstall,Burstyll,Bursall,Burscall,Bustall,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burt,Burte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burton,Burtone,Burtonn,Borton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Busby,Busbye,Busbe,Busbey,Busbie,Bussbie,Buzby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Busdell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushby,Bushbie,Bushebie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bussard,Bushard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bussel,Busle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bussy,Bussye,Bussey,Bussie,Busie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butcher,Boucher,Bowker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butland,Butlande,Buteland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butler,Butlere,Boutler,Bowtler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butterby,Butterbei,Butterbey,Buttersbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butterfield,Butterfeild,Batterfeild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buttery,Butterie,Butterye,Buttrie,Buttry,Butry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byerley,Byerlay,Byerlie,Byerly,Beirley,Bierly,Byarley,Biarley,Beyrley,Byrelawe,Bierley,,,,,,,,,,,,,,,,,,,,,,,,,
Byers,Biers,Byars,Biars,Byarse,Byas,Bwiers,Byyers,Byes,Bye,,,,,,,,,,,,,,,,,,,,,,,,,,
Bygate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bygod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bytam,Byttimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bywell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
